,,0
Bluetooth_count_week,ERI-_Intellectual_Endurance,-0.00048526564618755287
Bluetooth_count_week,PL-_Plasticity,0.055162910263445705
Bluetooth_count_week,PRO-_Probab_thinking,-0.007988190964481974
Bluetooth_count_week,SLF-_Self-confidence,0.23635636238662106
Bluetooth_count_week,IMP-__Impulsivity,0.09077254986610461
Bluetooth_count_week,NEU-_Neuroticism,-0.0286024200374083
Bluetooth_count_week,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),-0.013928624751779752
Bluetooth_count_week,V_STD-_Self-direction_Thought,0.00458466121769639
Bluetooth_count_week,V_SDA-_Self-direction_Action,0.044223538805399594
Bluetooth_count_week,V_ST-_Stimulation,0.11943739619949839
Bluetooth_count_week,V_HE-_Hedonism,0.07489097791386418
Bluetooth_count_week,V_AC-_Achievement,0.04494966365406063
Bluetooth_count_week,V_POR-_Power_Dominance,-0.008448652971902415
Bluetooth_count_week,V_POD-_Power_Resources,0.03947953841486834
Bluetooth_count_week,V_FAC-_Face,0.028053061427857316
Bluetooth_count_week,V_SEP-_Security_Personal,-0.09293913094796494
Bluetooth_count_week,V_SES-_Security_Societal,0.08449382699180871
Bluetooth_count_week,V_TR-_Tradition,0.01884970097126217
Bluetooth_count_week,V_COR-_Conformity-Rules,0.033180688206843195
Bluetooth_count_week,V_COI-_Conformity-Interpersonal,0.009953852760889961
Bluetooth_count_week,V_HU-_Humility,-0.05967360836323857
Bluetooth_count_week,V_UNN-_Universalism-Nature,0.16461685435383375
Bluetooth_count_week,V_UNC-_Universalism-Concern,0.04504967533940156
Bluetooth_count_week,V_UNT-_Universalism-Tolerance,0.04910653547047275
Bluetooth_count_week,V_BEC-_Benevolence_–Care,0.016198174930895766
Bluetooth_count_week,V_BED-_Benevolence-Dependability,4.653223036269023e-05
wifi_count_week,Explorer_Rank,0.014469476917139455
wifi_count_week,Builder_Rank,0.02216518029509085
wifi_count_week,Director_Rank,0.022116922452414117
wifi_count_week,Negotiator_Rank,0.049746377146417296
wifi_count_week,Secure_attachment,0.1865297797117001
wifi_count_week,Anxious-preoccupied_attachment,0.05822807857698085
wifi_count_week,Fearful-avoidant_attachment,-0.24435447015411232
wifi_count_week,Dismissive–avoidant_attachment,0.11565459253946365
wifi_count_week,FFM_Extraversion,0.09725514846463261
wifi_count_week,FFM_Agreeableness,-0.1073688691676567
wifi_count_week,FFM_Concientiousness,0.05117220182572437
wifi_count_week,FFM_Neurotism,-0.002616817178793685
wifi_count_week,FFM_Openess,-0.03629590545847785
wifi_count_week,Machiavellianism,-0.04078386841970103
wifi_count_week,Narcissism,0.11590678486364515
wifi_count_week,Psychopathy,0.0043961303192289105
wifi_count_week,Dark_Triad_Compounded,0.035585866118772985
wifi_count_week,RTB-Final_Score,-0.07398642422321908
wifi_count_week,Ambiguous_stimuli_in_general_(G),-0.15318037641593243
wifi_count_week,Complex_stimuli_(C),-0.21290317538014095
wifi_count_week,Uncertain_stimuli_(U),0.008037431827602661
wifi_count_week,New/unfamiliar/novel_stimuli_(N),-0.015317498176013177
wifi_count_week,Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),-0.2540807548686272
wifi_count_week,TFA_SUM,-0.19512177426116017
wifi_count_week,TFA_(Tolerance_for_Ambiguity)_Score,-0.19513763457474181
wifi_count_week,Self_Efficacy,0.14577143103321719
wifi_count_week,Self-Discipline,0.018179996166459888
wifi_count_week,Tolerance,0.016867093158488274
wifi_count_week,Absorption,0.1378015426017587
wifi_count_week,Appraisal,0.1353720033390281
wifi_count_week,Regulation,-0.06862066956276755
wifi_count_week,Distress_Tolrance_Final,0.07938309902764777
wifi_count_week,Creativity_bricolage,-0.06084223306644384
wifi_count_week,Pressure_stress,0.031175885970575818
wifi_count_week,Action_persistence,-0.028609649334708758
wifi_count_week,Improvisation_capacity_Final,-0.028360903114604787
wifi_count_week,Creativity_Compound_Score_(IPIP),-0.011595349065290812
wifi_count_week,Locus_of_Control,-0.00884629278880873
wifi_count_week,Self-emotion_appraisal_(SEA),0.02980929042276075
wifi_count_week,Others’_emotion_appraisal_(OEA),0.014916321565485453
wifi_count_week,Use_of_emotion_(UOE),0.12533407124713974
wifi_count_week,Regulation_of_emotion_(ROE),-0.014072486319454068
wifi_count_week,ESI_Compund_Score,0.0514613863768613
wifi_count_week,Social_Desirabilty_Score,-0.07536256570382499
wifi_count_week,ERM-__Physical_Endurance,-0.07505975095437872
wifi_count_week,TMM-_Physical_Tempo,-0.10223083143200737
wifi_count_week,SS-_Risk_Seeking,0.0012231439122218427
wifi_count_week,ERS-_Social_Endurance,0.04993460124216658
wifi_count_week,TMS-_Social_Tempo,0.15477832228340332
wifi_count_week,EMP-_Empathy,-0.10989719297992229
wifi_count_week,ERI-_Intellectual_Endurance,0.023502292158674436
wifi_count_week,PL-_Plasticity,-0.122032369280818
wifi_count_week,PRO-_Probab_thinking,0.0764900436714223
wifi_count_week,SLF-_Self-confidence,0.05750351246139684
wifi_count_week,IMP-__Impulsivity,-0.09856286962552682
wifi_count_week,NEU-_Neuroticism,-0.003947970399040595
wifi_count_week,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),-0.04231308206269335
wifi_count_week,V_STD-_Self-direction_Thought,-0.0015982765055332347
wifi_count_week,V_SDA-_Self-direction_Action,0.07138896704106742
wifi_count_week,V_ST-_Stimulation,0.04091687139653566
wifi_count_week,V_HE-_Hedonism,0.013494387087345993
wifi_count_week,V_AC-_Achievement,0.035061648949502894
wifi_count_week,V_POR-_Power_Dominance,0.16051668450405826
wifi_count_week,V_POD-_Power_Resources,0.057148203523370945
wifi_count_week,V_FAC-_Face,-0.00264161412539764
wifi_count_week,V_SEP-_Security_Personal,0.03477421313646919
wifi_count_week,V_SES-_Security_Societal,0.09975977703627549
wifi_count_week,V_TR-_Tradition,0.009996377299116137
wifi_count_week,V_COR-_Conformity-Rules,0.0816293062011656
wifi_count_week,V_COI-_Conformity-Interpersonal,-0.06700910346620731
wifi_count_week,V_HU-_Humility,-0.19028881953378204
wifi_count_week,V_UNN-_Universalism-Nature,0.025605975076455182
wifi_count_week,V_UNC-_Universalism-Concern,-0.06373477378523865
wifi_count_week,V_UNT-_Universalism-Tolerance,-0.148612642534996
wifi_count_week,V_BEC-_Benevolence_–Care,-0.047928446005492745
wifi_count_week,V_BED-_Benevolence-Dependability,0.057454186074092695
Bluetooth_mean_24h,Explorer_Rank,0.0006832071628316883
Bluetooth_mean_24h,Builder_Rank,0.19317021109082372
Bluetooth_mean_24h,Director_Rank,0.1480228572901812
Bluetooth_mean_24h,Negotiator_Rank,0.09279018464186224
Bluetooth_mean_24h,Secure_attachment,-0.022315792746633752
Bluetooth_mean_24h,Anxious-preoccupied_attachment,0.03923305574378691
Bluetooth_mean_24h,Fearful-avoidant_attachment,-0.06382408081851805
Bluetooth_mean_24h,Dismissive–avoidant_attachment,0.1448082829735608
Bluetooth_mean_24h,FFM_Extraversion,-0.032732713090039466
Bluetooth_mean_24h,FFM_Agreeableness,-0.0747904575564019
Bluetooth_mean_24h,FFM_Concientiousness,-0.008021408657711252
Bluetooth_mean_24h,FFM_Neurotism,0.006066796656731476
Bluetooth_mean_24h,FFM_Openess,-0.06202265862038659
Bluetooth_mean_24h,Machiavellianism,-0.14564987429240941
Bluetooth_mean_24h,Narcissism,0.021791052828708222
Bluetooth_mean_24h,Psychopathy,0.031407561516224314
Bluetooth_mean_24h,Dark_Triad_Compounded,-0.03131481969193965
Bluetooth_mean_24h,RTB-Final_Score,-0.02893767487171643
Bluetooth_mean_24h,Ambiguous_stimuli_in_general_(G),-0.0075970719950101545
Bluetooth_mean_24h,Complex_stimuli_(C),-0.11813903804916802
Bluetooth_mean_24h,Uncertain_stimuli_(U),0.1265043945235285
Bluetooth_mean_24h,New/unfamiliar/novel_stimuli_(N),0.000919068246907434
Bluetooth_mean_24h,Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),-0.20857630897573606
Bluetooth_mean_24h,TFA_SUM,-0.08160327313053371
Bluetooth_mean_24h,TFA_(Tolerance_for_Ambiguity)_Score,-0.08166732557272648
Bluetooth_mean_24h,Self_Efficacy,0.06396810774333801
Bluetooth_mean_24h,Self-Discipline,-0.020471846206199105
Bluetooth_mean_24h,Tolerance,0.014573594684249512
Bluetooth_mean_24h,Absorption,0.10602901292260164
Bluetooth_mean_24h,Appraisal,0.0889449647066609
Bluetooth_mean_24h,Regulation,0.1585579101003794
Bluetooth_mean_24h,Distress_Tolrance_Final,0.1117508016967539
Bluetooth_mean_24h,Creativity_bricolage,0.05343094220335594
Bluetooth_mean_24h,Pressure_stress,-0.0028254067690138313
Bluetooth_mean_24h,Action_persistence,-0.03533346456848113
Bluetooth_mean_24h,Improvisation_capacity_Final,0.012274783119180885
Bluetooth_mean_24h,Creativity_Compound_Score_(IPIP),0.017213718266585704
Bluetooth_mean_24h,Locus_of_Control,-0.009620828682431639
Bluetooth_mean_24h,Self-emotion_appraisal_(SEA),0.03382027553514754
Bluetooth_mean_24h,Others’_emotion_appraisal_(OEA),0.025783610257886686
Bluetooth_mean_24h,Use_of_emotion_(UOE),0.1043698104543751
Bluetooth_mean_24h,Regulation_of_emotion_(ROE),0.13922255969977151
Bluetooth_mean_24h,ESI_Compund_Score,0.10702820606001641
Bluetooth_mean_24h,Social_Desirabilty_Score,-0.012698685520894568
Bluetooth_mean_24h,ERM-__Physical_Endurance,-0.12470380745853998
Bluetooth_mean_24h,TMM-_Physical_Tempo,-0.1739907145654566
Bluetooth_mean_24h,SS-_Risk_Seeking,-0.07271444475721424
Bluetooth_mean_24h,ERS-_Social_Endurance,-0.12570208525291043
Bluetooth_mean_24h,TMS-_Social_Tempo,0.16378018739682612
Bluetooth_mean_24h,EMP-_Empathy,-0.20747893523934818
Bluetooth_mean_24h,ERI-_Intellectual_Endurance,0.008519203455309496
Bluetooth_mean_24h,PL-_Plasticity,-0.24691703680805366
Bluetooth_mean_24h,PRO-_Probab_thinking,-0.026028477946316565
Bluetooth_mean_24h,SLF-_Self-confidence,-0.06921432819791125
Bluetooth_mean_24h,IMP-__Impulsivity,-0.07642757747587996
Bluetooth_mean_24h,NEU-_Neuroticism,-0.1370881570838236
Bluetooth_mean_24h,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),0.05568611190725655
Bluetooth_mean_24h,V_STD-_Self-direction_Thought,-0.16049793347624117
Bluetooth_mean_24h,V_SDA-_Self-direction_Action,-0.02595174360290803
Bluetooth_mean_24h,V_ST-_Stimulation,-0.08730563434062621
Bluetooth_mean_24h,V_HE-_Hedonism,-0.1628575821178907
Bluetooth_mean_24h,V_AC-_Achievement,-0.05995811408092236
Bluetooth_mean_24h,V_POR-_Power_Dominance,0.14360815596234913
Bluetooth_mean_24h,V_POD-_Power_Resources,0.014187994796966096
Bluetooth_mean_24h,V_FAC-_Face,-0.08278922364518694
Bluetooth_mean_24h,V_SEP-_Security_Personal,-0.0861542700195583
Bluetooth_mean_24h,V_SES-_Security_Societal,-0.08444351099291156
Bluetooth_mean_24h,V_TR-_Tradition,0.1096228670113421
Bluetooth_mean_24h,V_COR-_Conformity-Rules,-0.001033692139200829
Bluetooth_mean_24h,V_COI-_Conformity-Interpersonal,-0.11160032253265538
Bluetooth_mean_24h,V_HU-_Humility,-0.22676458891219684
Bluetooth_mean_24h,V_UNN-_Universalism-Nature,-0.08852031611704364
Bluetooth_mean_24h,V_UNC-_Universalism-Concern,-0.2099760211527953
Bluetooth_mean_24h,V_UNT-_Universalism-Tolerance,-0.2960624619342218
Bluetooth_mean_24h,V_BEC-_Benevolence_–Care,-0.1794328439022311
Bluetooth_mean_24h,V_BED-_Benevolence-Dependability,-0.08688608055055316
wifi_mean_24h,Explorer_Rank,-0.06063127964733916
wifi_mean_24h,Builder_Rank,-0.11726313945285069
wifi_mean_24h,Director_Rank,0.07383683013176963
wifi_mean_24h,Negotiator_Rank,0.05706097655289488
wifi_mean_24h,Secure_attachment,-0.13843817054652718
wifi_mean_24h,Anxious-preoccupied_attachment,0.1764183199933963
wifi_mean_24h,Fearful-avoidant_attachment,0.018685223583292183
wifi_mean_24h,Dismissive–avoidant_attachment,0.18423419839386204
wifi_mean_24h,FFM_Extraversion,-0.04019824034587303
wifi_mean_24h,FFM_Agreeableness,-0.04820786316010779
wifi_mean_24h,FFM_Concientiousness,0.02261765263273576
wifi_mean_24h,FFM_Neurotism,0.02620392409036375
wifi_mean_24h,FFM_Openess,-0.03207692357534918
wifi_mean_24h,Machiavellianism,0.019051159667654752
wifi_mean_24h,Narcissism,0.025239141991344333
wifi_mean_24h,Psychopathy,0.07985788537925224
wifi_mean_24h,Dark_Triad_Compounded,0.05779770528193147
wifi_mean_24h,RTB-Final_Score,0.08959788763078454
wifi_mean_24h,Ambiguous_stimuli_in_general_(G),-0.027672922940575936
wifi_mean_24h,Complex_stimuli_(C),-0.06054475556156853
wifi_mean_24h,Uncertain_stimuli_(U),0.08549123818813595
wifi_mean_24h,New/unfamiliar/novel_stimuli_(N),-0.018567537814738556
wifi_mean_24h,Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),-0.11010304176699118
wifi_mean_24h,TFA_SUM,-0.05400790806193307
wifi_mean_24h,TFA_(Tolerance_for_Ambiguity)_Score,-0.05402911288586417
wifi_mean_24h,Self_Efficacy,0.10113999703229064
wifi_mean_24h,Self-Discipline,-0.09285019466961549
wifi_mean_24h,Tolerance,0.03262676489719027
wifi_mean_24h,Absorption,0.04862583567386886
wifi_mean_24h,Appraisal,-0.03172959439756804
wifi_mean_24h,Regulation,0.1675699121669981
wifi_mean_24h,Distress_Tolrance_Final,0.053895056666933394
wifi_mean_24h,Creativity_bricolage,0.19788195388095967
wifi_mean_24h,Pressure_stress,-0.06977919197170238
wifi_mean_24h,Action_persistence,-0.07302973473413676
wifi_mean_24h,Improvisation_capacity_Final,0.04333374032897007
wifi_mean_24h,Creativity_Compound_Score_(IPIP),0.025600583240613317
wifi_mean_24h,Locus_of_Control,0.05031756382860262
wifi_mean_24h,Self-emotion_appraisal_(SEA),-0.031243866899747876
wifi_mean_24h,Others’_emotion_appraisal_(OEA),-0.0037263896719594053
wifi_mean_24h,Use_of_emotion_(UOE),-0.07431666959786891
wifi_mean_24h,Regulation_of_emotion_(ROE),-0.07728201207069398
wifi_mean_24h,ESI_Compund_Score,-0.06548049306057982
wifi_mean_24h,Social_Desirabilty_Score,-0.12043151886120393
wifi_mean_24h,ERM-__Physical_Endurance,-0.040706685522848236
wifi_mean_24h,TMM-_Physical_Tempo,-0.11394664630940211
wifi_mean_24h,SS-_Risk_Seeking,0.06923121532147049
wifi_mean_24h,ERS-_Social_Endurance,-0.04329164698883151
wifi_mean_24h,TMS-_Social_Tempo,0.18660126606610158
wifi_mean_24h,EMP-_Empathy,-0.10868614508266776
wifi_mean_24h,ERI-_Intellectual_Endurance,0.003763659983709219
wifi_mean_24h,PL-_Plasticity,-0.10293652034003037
wifi_mean_24h,PRO-_Probab_thinking,0.08866589927498061
wifi_mean_24h,SLF-_Self-confidence,-0.041106886246032884
wifi_mean_24h,IMP-__Impulsivity,0.0314726986740429
wifi_mean_24h,NEU-_Neuroticism,-0.06892323341251064
wifi_mean_24h,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),-0.05747970480173839
wifi_mean_24h,V_STD-_Self-direction_Thought,-0.16176478228069938
wifi_mean_24h,V_SDA-_Self-direction_Action,-0.15177105767434898
wifi_mean_24h,V_ST-_Stimulation,-0.03555148538250462
wifi_mean_24h,V_HE-_Hedonism,-0.1599435215097651
wifi_mean_24h,V_AC-_Achievement,-0.15349796739818014
wifi_mean_24h,V_POR-_Power_Dominance,0.11185641458116814
wifi_mean_24h,V_POD-_Power_Resources,-0.06354906555254963
wifi_mean_24h,V_FAC-_Face,-0.13780490647756255
wifi_mean_24h,V_SEP-_Security_Personal,-0.05658763485398191
wifi_mean_24h,V_SES-_Security_Societal,-0.1427921539013185
wifi_mean_24h,V_TR-_Tradition,-0.022764424369961605
wifi_mean_24h,V_COR-_Conformity-Rules,-0.07321731540585377
wifi_mean_24h,V_COI-_Conformity-Interpersonal,-0.16190242203504074
wifi_mean_24h,V_HU-_Humility,-0.3253288385686831
wifi_mean_24h,V_UNN-_Universalism-Nature,-0.1430902617523561
wifi_mean_24h,V_UNC-_Universalism-Concern,-0.2118691350905388
wifi_mean_24h,V_UNT-_Universalism-Tolerance,-0.2906179598812789
wifi_mean_24h,V_BEC-_Benevolence_–Care,-0.16375718159196662
wifi_mean_24h,V_BED-_Benevolence-Dependability,-0.1901164163273117
screen_count_week,Explorer_Rank,-0.07926231672434841
screen_count_week,Builder_Rank,-0.008604760901128621
screen_count_week,Director_Rank,0.02273489084364274
screen_count_week,Negotiator_Rank,-0.04232928994025084
screen_count_week,Secure_attachment,0.07677398951718216
screen_count_week,Anxious-preoccupied_attachment,0.06287569668148922
screen_count_week,Fearful-avoidant_attachment,-0.1657056467925451
screen_count_week,Dismissive–avoidant_attachment,0.13042095459276656
screen_count_week,FFM_Extraversion,-0.007037007471718847
screen_count_week,FFM_Agreeableness,-0.013248532494241835
screen_count_week,FFM_Concientiousness,-0.06141025679941437
screen_count_week,FFM_Neurotism,0.06907088518451261
screen_count_week,FFM_Openess,-0.08492630923200903
screen_count_week,Machiavellianism,0.11243789367121973
screen_count_week,Narcissism,0.09172676353413718
screen_count_week,Psychopathy,0.03503492182865005
screen_count_week,Dark_Triad_Compounded,0.10356376018663714
screen_count_week,RTB-Final_Score,-0.02621445446188051
screen_count_week,Ambiguous_stimuli_in_general_(G),-0.09166726471401053
screen_count_week,Complex_stimuli_(C),-0.08340707140713359
screen_count_week,Uncertain_stimuli_(U),0.1110358482034146
screen_count_week,New/unfamiliar/novel_stimuli_(N),0.07850459506356842
screen_count_week,Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),-0.24862304660139956
screen_count_week,TFA_SUM,-0.10936424838983659
screen_count_week,TFA_(Tolerance_for_Ambiguity)_Score,-0.10945808052217686
screen_count_week,Self_Efficacy,-0.05819223554373036
screen_count_week,Self-Discipline,-0.06776866670639786
screen_count_week,Tolerance,0.017485809618522145
screen_count_week,Absorption,0.20263614917249848
screen_count_week,Appraisal,0.04600188134533424
screen_count_week,Regulation,0.09409027387418342
screen_count_week,Distress_Tolrance_Final,0.10557676263717977
screen_count_week,Creativity_bricolage,0.010059304654800214
screen_count_week,Pressure_stress,0.0025574665291348
screen_count_week,Action_persistence,-0.06444270067575887
screen_count_week,Improvisation_capacity_Final,-0.017844559876134106
screen_count_week,Creativity_Compound_Score_(IPIP),-0.046830020364768014
screen_count_week,Locus_of_Control,0.07970094882532648
screen_count_week,Self-emotion_appraisal_(SEA),-0.047619209825323944
screen_count_week,Others’_emotion_appraisal_(OEA),-0.08478942747759091
screen_count_week,Use_of_emotion_(UOE),-0.049651551225625555
screen_count_week,Regulation_of_emotion_(ROE),0.026922984177464238
screen_count_week,ESI_Compund_Score,-0.04892553174169866
screen_count_week,Social_Desirabilty_Score,-0.06565204204011446
screen_count_week,ERM-__Physical_Endurance,-0.03935358293183621
screen_count_week,TMM-_Physical_Tempo,-0.037270836190161485
screen_count_week,SS-_Risk_Seeking,0.05914557650362449
screen_count_week,ERS-_Social_Endurance,-0.027627795117482905
screen_count_week,TMS-_Social_Tempo,0.09931550844322402
screen_count_week,EMP-_Empathy,-0.09968749761392726
screen_count_week,ERI-_Intellectual_Endurance,0.08064246179573438
screen_count_week,PL-_Plasticity,-0.10825240407386179
screen_count_week,PRO-_Probab_thinking,0.07557289577883713
screen_count_week,SLF-_Self-confidence,0.01960380068470177
screen_count_week,IMP-__Impulsivity,-0.12784689729985008
screen_count_week,NEU-_Neuroticism,-0.10054769441851837
screen_count_week,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),0.03636515666925543
screen_count_week,V_STD-_Self-direction_Thought,-0.07107375173957448
screen_count_week,V_SDA-_Self-direction_Action,0.003734643391175191
screen_count_week,V_ST-_Stimulation,0.04771271764255158
screen_count_week,V_HE-_Hedonism,-0.16742047971915017
screen_count_week,V_AC-_Achievement,-0.0319896231409392
screen_count_week,V_POR-_Power_Dominance,0.17966420894236645
screen_count_week,V_POD-_Power_Resources,0.11279873847502682
screen_count_week,V_FAC-_Face,-0.09466844307879638
screen_count_week,V_SEP-_Security_Personal,-0.054585817733731216
screen_count_week,V_SES-_Security_Societal,-0.11566073349006414
screen_count_week,V_TR-_Tradition,0.07594398776221815
screen_count_week,V_COR-_Conformity-Rules,0.02858810469386742
screen_count_week,V_COI-_Conformity-Interpersonal,-0.05390039554110773
screen_count_week,V_HU-_Humility,-0.1830879290441183
screen_count_week,V_UNN-_Universalism-Nature,-0.03871399731027719
screen_count_week,V_UNC-_Universalism-Concern,-0.08570059294311283
screen_count_week,V_UNT-_Universalism-Tolerance,-0.15479813426422084
screen_count_week,V_BEC-_Benevolence_–Care,-0.08210429636400327
screen_count_week,V_BED-_Benevolence-Dependability,-0.028361623102098252
Screen_avg_time_week,Explorer_Rank,-0.05214115869605464
Screen_avg_time_week,Builder_Rank,-0.07062493554029191
Screen_avg_time_week,Director_Rank,-0.013643287728070599
Screen_avg_time_week,Negotiator_Rank,-0.05598814114858382
Screen_avg_time_week,Secure_attachment,-0.10501731652580101
Screen_avg_time_week,Anxious-preoccupied_attachment,0.057597752966782594
Screen_avg_time_week,Fearful-avoidant_attachment,0.11280112478668852
Screen_avg_time_week,Dismissive–avoidant_attachment,0.09335451178650606
Screen_avg_time_week,FFM_Extraversion,0.03184685742649206
Screen_avg_time_week,FFM_Agreeableness,0.09115450199749063
Screen_avg_time_week,FFM_Concientiousness,0.1048624138974537
Screen_avg_time_week,FFM_Neurotism,0.0026575563027665568
Screen_avg_time_week,FFM_Openess,0.08249945819081977
Screen_avg_time_week,Machiavellianism,-0.11125294475653831
Screen_avg_time_week,Narcissism,-0.08613570532887015
Screen_avg_time_week,Psychopathy,-0.011215679227034276
Screen_avg_time_week,Dark_Triad_Compounded,-0.08575365271682027
Screen_avg_time_week,RTB-Final_Score,-0.012138080040426017
Screen_avg_time_week,Ambiguous_stimuli_in_general_(G),-0.011437715978178845
Screen_avg_time_week,Complex_stimuli_(C),0.08736841722123387
Screen_avg_time_week,Uncertain_stimuli_(U),-0.10241880513691104
Screen_avg_time_week,New/unfamiliar/novel_stimuli_(N),-0.056931323438277295
Screen_avg_time_week,Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),0.07853364307796289
Screen_avg_time_week,TFA_SUM,0.01641558182759488
Screen_avg_time_week,TFA_(Tolerance_for_Ambiguity)_Score,0.016461457793531482
Screen_avg_time_week,Self_Efficacy,-0.01770578291359039
Screen_avg_time_week,Self-Discipline,0.005068164628651999
Screen_avg_time_week,Tolerance,-0.09123242185182882
Screen_avg_time_week,Absorption,-0.0810776666368206
Screen_avg_time_week,Appraisal,-0.1092552134907973
Screen_avg_time_week,Regulation,0.004279475300927448
Screen_avg_time_week,Distress_Tolrance_Final,-0.08831021872100145
Screen_avg_time_week,Creativity_bricolage,-0.004147212842886507
Screen_avg_time_week,Pressure_stress,-0.024653240737997458
Screen_avg_time_week,Action_persistence,-0.0047279766768633
Screen_avg_time_week,Improvisation_capacity_Final,-0.013579353371838007
Screen_avg_time_week,Creativity_Compound_Score_(IPIP),-0.005408353142579155
Screen_avg_time_week,Locus_of_Control,0.07493557614040426
Screen_avg_time_week,Self-emotion_appraisal_(SEA),0.010641931517075223
Screen_avg_time_week,Others’_emotion_appraisal_(OEA),-0.10301693816429001
Screen_avg_time_week,Use_of_emotion_(UOE),0.034733758518523936
Screen_avg_time_week,Regulation_of_emotion_(ROE),-0.01565661423231168
Screen_avg_time_week,ESI_Compund_Score,-0.02393706563939707
Screen_avg_time_week,Social_Desirabilty_Score,-0.14019248870732204
Screen_avg_time_week,ERM-__Physical_Endurance,0.0537060253985141
Screen_avg_time_week,TMM-_Physical_Tempo,0.04580609502657553
Screen_avg_time_week,SS-_Risk_Seeking,0.007607663262600998
Screen_avg_time_week,ERS-_Social_Endurance,-0.05892298176962055
Screen_avg_time_week,TMS-_Social_Tempo,-0.04676789187914675
Screen_avg_time_week,EMP-_Empathy,0.01399719625514215
