,Explorer_Rank,Builder_Rank,Director_Rank,Negotiator_Rank,Secure_attachment,Anxious-preoccupied_attachment,Fearful-avoidant_attachment,Dismissive–avoidant_attachment,FFM_Extraversion,FFM_Agreeableness,FFM_Concientiousness,FFM_Neurotism,FFM_Openess,Machiavellianism,Narcissism,Psychopathy,Dark_Triad_Compounded,RTB-Final_Score,Ambiguous_stimuli_in_general_(G),Complex_stimuli_(C),Uncertain_stimuli_(U),New/unfamiliar/novel_stimuli_(N),Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),TFA_SUM,TFA_(Tolerance_for_Ambiguity)_Score,Self_Efficacy,Self-Discipline,Tolerance,Absorption,Appraisal,Regulation,Distress_Tolrance_Final,Creativity_bricolage,Pressure_stress,Action_persistence,Improvisation_capacity_Final,Creativity_Compound_Score_(IPIP),Locus_of_Control,Self-emotion_appraisal_(SEA),Others’_emotion_appraisal_(OEA),Use_of_emotion_(UOE),Regulation_of_emotion_(ROE),ESI_Compund_Score,Social_Desirabilty_Score,ERM-__Physical_Endurance,TMM-_Physical_Tempo,SS-_Risk_Seeking,ERS-_Social_Endurance,TMS-_Social_Tempo,EMP-_Empathy,ERI-_Intellectual_Endurance,PL-_Plasticity,PRO-_Probab_thinking,SLF-_Self-confidence,IMP-__Impulsivity,NEU-_Neuroticism,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),V_STD-_Self-direction_Thought,V_SDA-_Self-direction_Action,V_ST-_Stimulation,V_HE-_Hedonism,V_AC-_Achievement,V_POR-_Power_Dominance,V_POD-_Power_Resources,V_FAC-_Face,V_SEP-_Security_Personal,V_SES-_Security_Societal,V_TR-_Tradition,V_COR-_Conformity-Rules,V_COI-_Conformity-Interpersonal,V_HU-_Humility,V_UNN-_Universalism-Nature,V_UNC-_Universalism-Concern,V_UNT-_Universalism-Tolerance,V_BEC-_Benevolence_–Care,V_BED-_Benevolence-Dependability
FFM_Concientiousness,0.04140675278729928,0.3270081452096515,0.07820343617836464,-0.08672494612380897,0.05364655068305466,0.05285395737160218,-0.16510564380368148,-0.07980158082731664,0.3253193801852151,0.21302240986207777,1.0,-0.20863217728713593,0.0063910061672399114,-0.4299712487726213,-0.3124601060709372,-0.18595069540487066,-0.40069975016179826,-0.09227878505551092,0.037657291977987624,0.1014834982045421,-0.08931867077632451,-0.15877326048751203,0.06773543922026858,0.018340714713146772,0.01833557292943878,0.1580022021090939,0.6064763391334532,0.08924815507630074,0.04405722488310044,0.056174157207249685,0.13404689844394913,0.09289269971556298,-0.07556101813164019,-0.2008218692543398,0.2796153830341154,-0.013613818660121436,0.17068748328393957,0.1500590931108532,0.2822040004545654,0.16348140419996393,0.376231885945943,0.18079644656090274,0.33734204202217466,0.2784651750155045,0.19778999055899354,0.11146350538212665,-0.17238430812843802,0.10853753746490735,0.08146901392832,0.0492657162586931,0.1644417042024617,0.025262463052775068,0.12658338370103825,-0.1425899437156256,-0.13592519629637553,0.03907759501912479,0.21249156721508852,0.10601988119912381,0.08512528554812884,-0.04250161789053263,0.08499267304749994,0.05165448433220306,-0.11422807395510587,-0.18266759317539022,0.02149583935506608,0.1677941747209363,0.17818459388651262,0.03808946172432141,0.1280262992932853,0.005845431316347514,0.007517133273897841,0.05403601660238178,0.12127411524848036,0.017694213000380363,0.15000957158837122,0.10339617393107145
FFM_Neurotism,-0.35319919259759647,-0.028520747539759285,-0.291575829233291,0.05005724230211809,-0.214508001147029,0.1534314663028743,0.20109280994236442,-0.0725863304029895,-0.256392885167163,-0.26297746163310515,-0.20863217728713593,1.0,-0.07626850548012905,0.03206269746989971,0.13084236236491922,-0.07407951446756258,0.036477633049991666,-0.3953456471449752,-0.39517866259011153,-0.3718339133705799,-0.341249843031101,-0.18420045756210848,-0.3352368280678998,-0.43165915432240326,-0.43164402505081384,-0.25907300742714656,-0.1609990913568706,-0.06833851817749081,-0.0010680660655883586,-0.09367865750807566,-0.10049118138157498,-0.08156144211974804,-0.2867512534193594,-0.1992768522892004,-0.49885993769451936,-0.4056249859930414,-0.22515500825843868,0.13026103271959527,-0.09169389964976087,-0.11091328208992077,-0.21142071253480296,-0.5525525436118405,-0.34521923499899565,-0.4938921283802007,-0.1128883196495793,-0.13100427545992513,-0.07973487218048098,-0.06458312914763166,-0.13164576102943829,0.012075299905354758,-0.31013951182656463,-0.2805170949765236,-0.17409925401251333,-0.4059585858047129,0.27887953661782605,0.30083093610778194,-0.12419311695408018,-0.1863728852937705,-0.12606794322682083,-0.14379850702507355,-0.11066758336443694,0.007273620413172541,0.1484763336894792,0.07248757964283756,0.00452875640566073,0.07573277601500035,-0.10001214837440624,0.056843297287837,0.06511339959607851,-0.004062597163998457,-0.07007446391516892,-0.2823258304185946,-0.23869050194471322,-0.20952907026611384,-0.04065388653651039,-0.007431817898126029
FFM_Openess,0.3465118245973223,0.0053660762441026634,0.2171454369200312,0.40161783991556416,0.075481463658606,-0.07752866291452645,-0.10510063563863038,0.07646721256073269,0.18689951173701772,-0.1328074490217329,0.0063910061672399114,-0.07626850548012905,1.0,-0.16339420675689656,0.07883418318197202,-0.0714894056509133,-0.059504554693822376,0.2236649616019836,0.13916047934615158,0.22081693817094897,0.13900678888856466,0.13207449608092311,0.20597982545348392,0.21538438647722924,0.21537415545187116,0.33400109559995433,0.03085834907267123,0.25653355591287036,0.3269123814928387,0.2776646814496487,0.15229536643723665,0.3084820166137279,0.4684767708598875,-0.029027797326159097,0.11885767579733016,0.26452558334018433,0.5924504417237089,0.08451287951900081,-0.04957350499798385,0.26985480362281167,0.17836072921945986,0.07776492029398677,0.1614503025268106,-0.05303355076401341,-0.04596267457030105,0.0644063159036059,0.17354760251619797,-0.024886110545214675,0.191419343914445,-0.037237586035577495,0.2583688826770107,0.0844967525278519,0.2997575322194364,0.1434099157597277,0.11566454729476809,-0.12988675759307738,-0.11680019316474956,0.2184256607250743,0.1650588528502396,0.11188857628663389,0.04975934365895481,0.16316372643480762,0.043978189644080797,-0.08801149202773544,-0.06038115092427662,-0.18116985759567122,0.14876145738166877,-0.03523404115760676,-0.25289037235086875,-0.20834484037643022,-0.0790390577735764,0.1754817235807614,0.006216919398265964,0.032109993958433856,0.09863549019903782,-0.0034419436474496957
Machiavellianism,-0.029832386819609306,-0.30201623032529207,-0.06701541087210242,-0.11936516420104094,-0.01992850013005571,0.030636836059065843,0.18689119293787443,-0.030932214899444085,-0.14045677242928237,-0.2659056194792537,-0.4299712487726213,0.03206269746989971,-0.16339420675689656,1.0,0.468960863572559,0.40941011415208656,0.8027804942041965,0.17537346008527227,0.13186223902326186,0.008912039135563985,0.04741117136643344,0.23709800835742564,-0.10406941952216005,0.07433048355552163,0.07434825945069148,-0.08080102297068383,-0.3240723574673954,-0.007825610091154702,-0.02117097198248161,0.00243680217212671,-0.02577345531265473,-0.013862979061117327,0.14861333200558918,0.17003059957318692,-0.12502292773009588,0.09478493876391773,-0.15487513561822847,-0.10338494565926244,-0.0825249878417052,-0.16404338053618053,-0.2578364904859494,-0.15598559307299006,-0.22534678332863348,-0.29395682687223423,0.03167522107250688,0.1453069163423542,0.2679145381272198,-0.06121402069399719,-0.08533358276076239,-0.11743965680830047,-0.191277129893812,0.07531209916717815,-0.12084245244271488,0.16642514353169727,0.15640240796251617,0.01174209911739356,-0.25803114067195343,-0.1448347691921511,-0.15955280629228913,0.09206034588736274,-0.08641751949932157,-0.04738657675911088,0.23140619710828078,0.28676636252209187,0.0037722249420092373,-0.10663528030141595,-0.22315825334278458,-0.19880938525403316,-0.17670303815925315,-0.08856730618396404,-0.10682383970665395,-0.1823599736245633,-0.22336960637644204,-0.14472085342849206,-0.18692623660684854,-0.15233109762821595
Narcissism,0.03641944894621261,-0.2541197928901323,-0.037670248356346754,0.08557168946165444,0.09612921944709776,-0.04872541868039197,0.143916922317948,-0.029646230148042328,-0.009019496691212828,-0.2605213765380214,-0.3124601060709372,0.13084236236491922,0.07883418318197202,0.468960863572559,1.0,0.3332483475797969,0.7778030087484805,0.09367001355869388,-0.07245439399548069,-0.0723539279906433,-0.09253409654230965,-0.009724871275301434,-0.06959560152007524,-0.08167464077877322,-0.08168842717195257,0.02633275029748057,-0.27882662221170057,0.1603652656249492,0.15065375286358745,0.23583969350084397,0.07018550805493962,0.1958295179047942,0.2037391659488791,0.1201871531924943,-0.1338934392402677,0.0990455026375684,-0.03832507336750771,0.044378095713289954,0.04385581998145122,-0.012929239446895679,-0.08684941349454095,-0.12375742362090232,-0.06676436531882247,-0.33420234947177724,-0.19397719620010845,-0.07646031380462308,0.12529790306576244,0.16611546027386248,0.13627510467772297,-0.16693606925034188,-0.14441218089733496,-0.08254458670483199,-0.02308569309654186,0.011557472706320475,0.13403123989679902,0.008060006997449926,-0.1855444459008053,-0.21115273426014328,-0.19360864598398733,0.019189140874923717,-0.04942491041826603,0.036281971431713377,0.168580848182724,0.23292938151739934,-0.001971898414996635,-0.2019867176392133,-0.1902159075642617,-0.29589299120562934,-0.24342126346773096,-0.12062207474370562,-0.3261480148870437,-0.1736666666673361,-0.31449950216767925,-0.27129691811492224,-0.2621207693424609,-0.24284228006734607
Psychopathy,0.04567765240612991,-0.2820458362287345,0.08786980041966677,-0.3701707255414021,-0.15118185658754257,0.08719591047310994,0.138738786657946,0.18805921282560872,-0.15092131929011587,-0.21699779310051243,-0.18595069540487066,-0.07407951446756258,-0.0714894056509133,0.40941011415208656,0.3332483475797969,1.0,0.7457101930434897,0.16799084680132165,0.13687947603493983,-0.03545672564550255,0.06581254562710871,0.1232798269455334,0.09786939506346802,0.11351696933450595,0.1135177662638005,-0.035266783646086715,-0.0931376095674367,0.04846089456038598,0.06063400941609649,0.04417519148123535,-0.011613176654020388,0.04386524936381083,0.08864306136932353,0.20043081834068802,0.023915657307238092,0.13223521902246052,-0.21018059118479804,-0.12605290773938604,-0.17300371166498998,-0.16965041937207379,-0.13431245510169482,0.13114502646074627,-0.10491306040740063,-0.15364657541861193,0.11179258386952458,0.11485886968950197,0.0971256171012674,-0.06878082977704963,0.02717168054403631,-0.12530146625284055,-0.10843134125994781,0.11130520726562577,-0.12485004596098033,0.11390395495834102,0.05750228759332538,-0.09744641632573453,0.09809920700621166,-0.24398139816885145,-0.16913407540936903,-0.03945592603718047,-0.15259808313064652,-0.24725735294802456,0.13427062181497518,0.29652077193618015,-0.07780772231355922,-0.1582787346435748,-0.26768668429714276,-0.09673551312609881,-0.25015577787238596,-0.2507500140061691,-0.17007260150417547,-0.20595231779086628,-0.32104699140728293,-0.3085005613655904,-0.3330819001962135,-0.29174449454294543
Dark_Triad_Compounded,0.024334269420691418,-0.36555632347357997,-0.001938080792985527,-0.165697829058672,-0.03434961685859637,0.025775281802918992,0.20471395582705015,0.056212662562474786,-0.1315269777684987,-0.31534026639116697,-0.40069975016179826,0.036477633049991666,-0.059504554693822376,0.8027804942041965,0.7778030087484805,0.7457101930434897,1.0,0.19327600435881134,0.08841999640566037,-0.042059367222577436,0.012268344869041324,0.14791500594415843,-0.0330078315743136,0.047150017773936514,0.047151870754384775,-0.032860235129281885,-0.30419249286827965,0.08630257819561354,0.08494098372407342,0.12248606900361775,0.014110693905459415,0.0984004419571766,0.19550332299491516,0.2118338661474137,-0.10270896010660964,0.1428439468102606,-0.16677707636693057,-0.07932958897740132,-0.09018112765556867,-0.14675334856217473,-0.20598605041551216,-0.06161062159983037,-0.16886060426866278,-0.3408476385477138,-0.02546098618219337,0.07702633406780471,0.21542855079135892,0.00904327342891577,0.039876550503501744,-0.17413930490407037,-0.1857990269513105,0.050590689082247044,-0.11471300268082409,0.12561451935885903,0.1585849483434653,-0.03053135050118487,-0.15560370071691748,-0.25515069743864005,-0.21786351149294575,0.03432425471510301,-0.12163251172536463,-0.10363939254751116,0.23913371091231192,0.35368831957448116,-0.032325702359827006,-0.20034919194029704,-0.2885931525894645,-0.2556212467634455,-0.2915753744339271,-0.19992923776467458,-0.2579434139795364,-0.23289477781592838,-0.3638052575777142,-0.3136382544444245,-0.3383572209946962,-0.2967930747348524
RTB-Final_Score,0.4690865760818956,-0.37176900022015763,0.27156343013777084,0.017830957701478387,0.20707099128204745,-0.15016351088282262,-0.1680199576094411,0.005167867838905947,0.16289991818325703,-0.06517188178386264,-0.09227878505551092,-0.3953456471449752,0.2236649616019836,0.17537346008527227,0.09367001355869388,0.16799084680132165,0.19327600435881134,1.0,0.5274836114697709,0.389742578935028,0.5112481853620031,0.510983099556337,0.41392777938880476,0.6002110997040546,0.6002062364214028,0.36802931396898547,-0.15485529671854878,0.11361196502804813,0.07350702319440988,0.22247090217269838,0.10060302420646886,0.16504837576988374,0.44215525624127777,0.5027794465700434,0.35033289158713077,0.548004005383418,0.4158431744819213,-0.12141204649531347,0.048203323674152435,0.26243952123869796,0.12510181188482283,0.387768496131729,0.2887327226045878,0.0811576170817045,0.1917172113776871,0.1879307114751912,0.27236185369880855,0.19378504687195636,0.2945457414919839,0.04629095389040408,0.2160656246939725,0.41953394269569777,0.23987667467599658,0.35328507383893376,-0.09442400273148133,-0.5051597204359428,0.11886427232639626,0.05173828864222629,-0.07508855982584794,0.23422737408412633,0.02937415871910576,0.026653050052957192,0.09963578597810764,0.0784685583586112,-0.10048977440059878,-0.1989734856492889,-0.0086463270338054,-0.14990907618628835,-0.25344963011910904,-0.28671214844043924,-0.16181309658234114,0.19081908595659447,0.12992914414047685,0.12173938401081649,-0.07497618773931168,-0.2048999418787425
Ambiguous_stimuli_in_general_(G),0.39307633586481666,-0.1556614148615137,0.35741731482110073,-0.11193793055024953,0.3212756055451888,-0.25455378599463657,-0.15140259145187335,-0.09154022621625753,0.14052161362084006,-0.003129477006790747,0.037657291977987624,-0.39517866259011153,0.13916047934615158,0.13186223902326186,-0.07245439399548069,0.13687947603493983,0.08841999640566037,0.5274836114697709,1.0,0.6903420319927791,0.5576394753296378,0.41296529129793275,0.5049977888421677,0.8787741410407047,0.8787984330632742,0.41424772025423556,0.061132761317684206,0.08336575027242651,0.03192687954025109,0.015553886624678583,0.060038824021645086,0.051959410041138555,0.3501920016385283,0.4127438717145236,0.4033495244565474,0.4863617714715126,0.4381648400249316,-0.14656720925559938,0.12822035872445586,0.18093697501058012,0.19412452210355996,0.5395389137216092,0.36839608058494727,0.21658209508994788,0.20970903231080668,0.23078888147665608,0.2626684557116788,0.1273175890746162,0.2835707962636503,0.042494214502385774,0.2497393457281361,0.4927937657496353,0.12413280517184885,0.3284113171860938,-0.23895680851294923,-0.5205939163040446,0.25166165260040424,0.09842463387064253,0.06309611865879038,0.2082597560355514,0.01738378306323619,0.07955299054617261,0.09175081796015248,0.20934308261466728,-0.11457288242103449,-0.21767822444796392,-0.01490101791362263,-0.037632748963113194,-0.11067530014540028,-0.31992021097853995,-0.04198612135012571,0.1472989647332375,0.0970208986810948,0.07798194990151046,-0.06660386608199786,-0.09583218878175644
Complex_stimuli_(C),0.37917774794047804,-0.14222820516299808,0.3438411223009238,0.07733266854423178,0.5268687496468429,-0.283543977580215,-0.08303976752551716,-0.2072952391844236,0.2876746013569279,0.17703621378124057,0.1014834982045421,-0.3718339133705799,0.22081693817094897,0.008912039135563985,-0.0723539279906433,-0.03545672564550255,-0.042059367222577436,0.389742578935028,0.6903420319927791,1.0,0.49275308975934623,0.42382831571193114,0.6072865630654481,0.8434964186418388,0.8434741635767684,0.35609367644472845,0.07669850247234554,0.0732576037233249,0.09852089362358048,0.0347185500672367,0.0474215336924533,0.07274406763219951,0.38501216194910665,0.32594173597526377,0.268074933584053,0.4191432461441793,0.5377591669604807,-0.05022706554536012,0.1717763377526409,0.2399065632274735,0.20463727182921596,0.3574620403976907,0.3357709616114036,0.20618470011936688,0.11594481531462507,0.08477377668204211,0.2759381884451185,0.21054081607335887,0.18486468375622953,0.17520426228062597,0.3054288481052931,0.33282937624180225,0.2882048182699715,0.14674274286278707,-0.1966024712757002,-0.42875883674160875,0.2932864207502754,0.13607999498751908,-0.020070782731388546,0.11546055891094624,-0.03520753242796834,0.09383062115092909,-0.197842577940359,-0.0203694319623189,-0.21397016922391213,-0.2795663294490934,-0.03641553168076859,-0.1929365735093035,-0.23586922603882732,-0.26776385770152394,-0.041130861052867194,0.12053915640826941,0.11850510671675929,0.223357002918306,0.015705319452514674,-0.10361872573288862
Uncertain_stimuli_(U),0.3262301426515521,-0.16771355284546313,0.3106412629561004,-0.039247362949523586,0.27023466746584723,-0.2894077666108513,-0.15637933962434297,0.03658140021166513,0.2261052966075407,0.018509419836565042,-0.08931867077632451,-0.341249843031101,0.13900678888856466,0.04741117136643344,-0.09253409654230965,0.06581254562710871,0.012268344869041324,0.5112481853620031,0.5576394753296378,0.49275308975934623,1.0,0.3755148921965602,0.3951776740201234,0.661398895355842,0.6613783336573515,0.36478833360278184,-0.09633110768427189,-0.00943790985108367,0.056463551793370925,0.0060816249440359006,-0.02362906448674959,0.009883298629068575,0.2508086494957794,0.31895039281821075,0.2752730297513859,0.3525554971615803,0.2683410006720781,-0.21544317905851945,0.002077208446554473,0.07684092260264593,0.00781705412370943,0.3508199091274321,0.1606605127417812,0.1401982400868992,0.12474791647510161,0.15702735151480093,0.26683654927156075,0.15736487916380731,0.305303965012542,-0.012037774019111951,0.20570223532042406,0.41114405865225023,0.1409061861452177,0.3562984840623132,0.012184391800134305,-0.40582109857568915,0.18475700229722697,0.059018658784414556,0.009308114632990834,0.10340923355201609,-0.049345108038310624,0.01197637792366817,0.08837476231855096,0.07596376056550946,-0.16548622902178187,-0.228527623733982,0.0010630967525042734,-0.12050315301363458,-0.18884212660033264,-0.3244697569036746,-0.14902589686079878,0.09522049514673657,0.09452928720664773,0.07368380570106407,0.015642682759593407,-0.11935015416107776
New/unfamiliar/novel_stimuli_(N),0.5805899664244522,-0.22961162692794473,0.2212405928109177,0.1712367866891543,0.22096520534973269,-0.14521285604727627,-0.08182336876452315,-0.1279736423342,0.18422067360108507,0.03251412562477347,-0.15877326048751203,-0.18420045756210848,0.13207449608092311,0.23709800835742564,-0.009724871275301434,0.1232798269455334,0.14791500594415843,0.510983099556337,0.41296529129793275,0.42382831571193114,0.3755148921965602,1.0,0.3133192072905019,0.6046219519618067,0.6046395512820871,0.24960781321846984,-0.08705776235396413,0.0678761290690786,0.14546626722823433,0.13556646823612606,0.17722181554186675,0.15983260091053025,0.42202987866578856,0.5130877054629864,0.17433417255717765,0.477008781181948,0.35785370341984224,-0.0634716876092223,0.04050123973708237,0.1526552671670334,0.1303569218886937,0.23103906416685194,0.19351817188600362,0.058902706278324134,0.19467304425998747,0.2320088688916065,0.44572689521807385,0.2545685794449229,0.18968455458372796,0.06377415016030916,0.08672385954019857,0.3033321492793516,0.14740688945916194,0.23239744030344972,-0.029251008180572583,-0.48609995845921977,0.24527016168079235,0.08197611557475903,-0.09845597774461555,0.3871931331636732,0.09128295830333949,0.00043146234413064805,0.01856567617385706,0.11183664127728467,-0.05072480993572973,-0.2457030586568364,-0.03611944845950079,-0.11816409672111919,-0.2235294264001847,-0.28192110534248144,-0.10593173013259799,0.1321908015071242,0.042198872138598374,0.11301713611798292,0.003261058992361049,-0.15363498990556326
Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),0.36826852302753854,-0.1349151679393719,0.21526366868620028,-0.08934945425999127,0.41363146722601135,-0.24795292297191318,-0.12881696089566866,-0.21356453911968779,0.254060142498858,0.12826228429684172,0.06773543922026858,-0.3352368280678998,0.20597982545348392,-0.10406941952216005,-0.06959560152007524,0.09786939506346802,-0.0330078315743136,0.41392777938880476,0.5049977888421677,0.6072865630654481,0.3951776740201234,0.3133192072905019,1.0,0.7778283230772354,0.7778088632162558,0.3915606927332738,0.2403179524300712,0.1686300726830042,-0.003580952626929639,0.05260766826243151,0.10263444261448,0.08914750065756294,0.31323175832811223,0.33362739862958374,0.3328256409703414,0.41058958179003313,0.34836560559611696,-0.1935001988455392,0.15227579159460172,0.2747086068683362,0.24751695161183873,0.34806966701456277,0.3519111891370809,0.14513016517659452,0.22734194026303323,0.08654524323316225,0.07584507496907607,0.16842481918366667,0.22791707358855884,0.06930314881389872,0.3652287502911824,0.33858117471456284,0.2441513394203172,0.05417892785151904,-0.1648987139265234,-0.4338308502866715,0.39418498482627895,0.14212437721101492,0.061261769100973945,-0.03655126912283958,-0.0377278099280105,0.038666266153164486,-0.17687697144904435,-0.03862537264422207,-0.19002366423196543,-0.2559970079047347,0.03404690343914882,-0.18304046316893463,-0.21920805734483093,-0.3009503820523743,-0.12925769981371635,0.090588386075943,0.1322572218128197,0.1646145216920889,0.014902262254116887,-0.09920639857682106
TFA_SUM,0.5179087105213238,-0.20438666087045806,0.37392193572260274,-0.03127401803410736,0.45826460313081174,-0.31150157074890983,-0.1580351697451286,-0.17314216228518395,0.26661729300209164,0.08725161880208222,0.018340714713146772,-0.43165915432240326,0.21538438647722924,0.07433048355552163,-0.08167464077877322,0.11351696933450595,0.047150017773936514,0.6002110997040546,0.8787741410407047,0.8434964186418388,0.661398895355842,0.6046219519618067,0.7778283230772354,1.0,0.999999920880412,0.4702249884505397,0.09254873989351234,0.11791988635643208,0.06814909943752995,0.05812314526012593,0.10034706871863236,0.09863773014658071,0.44346039547363,0.4894448313925382,0.40221617793268766,0.5625579604855091,0.5142295667320431,-0.17380294380939848,0.1485065246013655,0.25601406494406437,0.23243004199745018,0.5033584436265257,0.3982775244820057,0.2106547452582786,0.23981032665186527,0.20678309809394504,0.3120098316940083,0.2217458534255354,0.3064155777703833,0.08892492265434286,0.33134186741853344,0.4966316530393536,0.23926207172965316,0.2743034989476358,-0.20039077491667492,-0.594733873828003,0.36714028908450685,0.1399246204826872,0.024330314614839962,0.186992255659282,-0.0009857034812900615,0.06759208543720464,-0.047896818783166935,0.10121972073300158,-0.18587838634920745,-0.30994131895957083,-0.009688625454931397,-0.15450757803303325,-0.2346928384596569,-0.3834760664689728,-0.10721658633261294,0.15415210095699053,0.12892771018078683,0.16521411612528242,-0.017080598233104243,-0.13888036838831633
TFA_(Tolerance_for_Ambiguity)_Score,0.5179245643365098,-0.20439891045330277,0.3738930247988832,-0.03127448534043928,0.45824018027800817,-0.311486750001514,-0.15798173685681452,-0.17319986541116816,0.2665751833801341,0.0873174987587965,0.01833557292943878,-0.43164402505081384,0.21537415545187116,0.07434825945069148,-0.08168842717195257,0.1135177662638005,0.047151870754384775,0.6002062364214028,0.8787984330632742,0.8434741635767684,0.6613783336573515,0.6046395512820871,0.7778088632162558,0.999999920880412,1.0,0.4701885938342948,0.09251827151153143,0.1178798006804153,0.06807060164298452,0.058036642473814355,0.1003289369390075,0.098565946494251,0.4434153041613453,0.48935822228825115,0.402161674221427,0.5624811163702265,0.5141841922094461,-0.17388506840074433,0.14845434056235168,0.2559689235589158,0.2323484042568718,0.5032847026785903,0.39819100117864753,0.21065666610771577,0.2398512982533606,0.2068246907744401,0.3120604159607243,0.22181442333057497,0.306453544947648,0.0890468278860925,0.3313256642424709,0.4966878428687332,0.2392344422786314,0.2743662107239141,-0.20036158539459237,-0.5947277686968109,0.36712917234638015,0.13990600429402555,0.024336417583194995,0.18703285841927048,-0.000977676405409849,0.06758176078494037,-0.04791556853581438,0.10124638818263239,-0.18590124412651077,-0.3099184759711176,-0.009702701560325646,-0.15447330499385958,-0.23466557276853542,-0.38346228654789666,-0.1071667599573006,0.15413113033850673,0.12898324709830616,0.16523766612149668,-0.017088931651852646,-0.13887462802125183
Self_Efficacy,0.4025304746821167,0.016019996442147206,0.39331500199681274,0.13669363502162038,0.3221039539369205,-0.22749991050631868,-0.34360660794836667,-0.137061193413396,0.48515452273353066,-0.08877267223648513,0.1580022021090939,-0.25907300742714656,0.33400109559995433,-0.08080102297068383,0.02633275029748057,-0.035266783646086715,-0.032860235129281885,0.36802931396898547,0.41424772025423556,0.35609367644472845,0.36478833360278184,0.24960781321846984,0.3915606927332738,0.4702249884505397,0.4701885938342948,1.0,0.3117272559401854,0.06434076140631736,0.0995970892432384,0.05515872499445173,0.048984993579161376,0.07945624226046467,0.5465089830420382,0.2942080375906409,0.5871265872688405,0.6045965021217612,0.5312369974240166,-0.16345996509218047,0.3286890275740774,0.44897918501847356,0.5744552804685059,0.36464908105264215,0.5807611806332046,0.08651269381611522,0.0684745209226138,0.18943624262953315,0.030519924219358875,0.31118518488179864,0.5721185157282439,-0.1305192410042632,0.39898600564257136,0.3684824014654252,0.14669472717669627,0.08223946727732528,-0.04507436392920396,-0.3309781958158239,0.17689991906834804,0.238301167866888,0.20138793900415713,0.07699874618232637,0.17422082707083966,0.2698765945698293,0.11345722948529034,-0.004232213166685256,0.06847590210595605,0.01662115573374121,0.15164282998739184,0.011389647909078215,-0.009724605092815756,-0.2500942950694577,-0.18541725594151665,0.06806041778900536,0.13145611416979766,0.06581283313571347,0.20400141143379769,0.09984124971388729
Self-Discipline,-0.03579339439033766,0.3026555547302072,0.08505403446102061,-0.15876913277722782,0.06715348767198265,0.0702376290161718,-0.16040372332219321,-0.16940470674533586,0.285461394133265,0.1012754866555376,0.6064763391334532,-0.1609990913568706,0.03085834907267123,-0.3240723574673954,-0.27882662221170057,-0.0931376095674367,-0.30419249286827965,-0.15485529671854878,0.061132761317684206,0.07669850247234554,-0.09633110768427189,-0.08705776235396413,0.2403179524300712,0.09254873989351234,0.09251827151153143,0.3117272559401854,1.0,0.024417170356677682,-0.027777057261557176,-0.03535867443354629,0.07448681843465825,0.0038207523651061946,-0.05885972345035466,-0.23328799570515488,0.38093532965944477,0.01927033234952315,0.13470276957413255,-0.01563488413542041,0.38600867863752025,0.2257163657969019,0.5991230300410959,0.23789967535068704,0.4873031719028501,0.19980394769428436,0.10317673254443854,0.0343165953959913,-0.3466919442040026,0.07237157024388215,0.08994001619504795,-0.13607487555026376,0.25171641449125814,-0.05163374798933167,0.06286513367547321,-0.1630751669683403,-0.25573221002938074,-0.031878744511874696,0.30681825780511474,0.20536192555248098,0.2735821591995064,-0.07458754774738702,0.13586436111708425,0.21188332203053437,-0.06848165954086365,-0.1191561290160187,0.0886032377143196,0.2671345357433934,0.19798729835502105,0.1332937438882859,0.2449740567786404,0.06524613445524884,0.14123762444061336,0.11144426997252108,0.12956923295314374,0.1132146344963018,0.2248197994279853,0.27160363651536873
Tolerance,0.18479498263611754,-0.05533290994380764,0.12581111100827183,0.10899512274407218,0.06288589306232896,0.05459979331092399,-0.09166578968173629,0.11532832404584176,0.03687315372940383,-0.0886456398899517,0.08924815507630074,-0.06833851817749081,0.25653355591287036,-0.007825610091154702,0.1603652656249492,0.04846089456038598,0.08630257819561354,0.11361196502804813,0.08336575027242651,0.0732576037233249,-0.00943790985108367,0.0678761290690786,0.1686300726830042,0.11791988635643208,0.1178798006804153,0.06434076140631736,0.024417170356677682,1.0,0.6133698602603334,0.7136034084185454,0.5656285015222373,0.8589360184785761,0.22077897164751414,0.14030797504514897,0.054762164770632,0.18526101417279675,0.2642938942309749,0.12292386860019654,-0.0052129501587830415,0.2122468338063369,0.03405736511313202,0.07961210737490305,0.1083877941029821,0.06611654179472014,0.04261207520568896,0.07014438067509067,0.021172192675282583,-0.010066024816431297,0.07383153713742362,-0.057702778530008415,0.08316852869033882,0.08238962881872099,0.14336307680989063,0.049295285650107046,0.028247501852572507,-0.0836738734856455,-0.014300120149616541,0.16077993744495653,0.111323042107199,0.12661132661865535,0.12976731879815923,0.055475820546370604,0.18778052582507365,0.10861614454369906,0.011525351789808342,0.00011013393850363881,0.05393074076385439,-0.039070440134726415,-0.010934351641177788,-0.016290246238264198,-0.01116580055804248,0.11099021488853207,0.05765789673651746,0.013081716541673068,-0.03596786566211856,-0.0023641787351300204
